filename,dim1,dim2,dim3
A_1701.wav,-6.223427,-12.134689,0.5689718
A_257.wav,2.5357382,13.770684,-3.0271232
A_1146.wav,-8.026383,-6.9097776,0.5845559
A_101.wav,6.3384366,-8.786661,-6.591788
A_558.wav,10.598832,7.998325,-1.0050875
A_1086.wav,4.641679,-5.472305,-5.5516834
A_1454.wav,3.2650843,-6.480691,-4.2236786
A_1373.wav,10.972652,4.81158,-0.24405712
A_1091.wav,-4.6860847,7.166812,8.970504
A_1459.wav,-6.2457795,-0.2120658,-0.4169574
A_253.wav,0.51338446,-13.739142,0.5597697
A_737.wav,4.3545504,-7.2390065,-3.4152098
A_1350.wav,5.7690005,8.405093,1.6825311
A_997.wav,8.640756,10.543309,-2.8572044
A_1113.wav,-11.957156,-3.7562518,3.3791258
A_418.wav,-9.703974,-2.2627409,2.7048728
A_707.wav,5.611769,11.736921,-3.654801
A_760.wav,12.511058,-1.7948273,-2.7609308
A_964.wav,7.771426,-6.3142548,-6.77221
A_544.wav,11.434101,-2.5401282,-5.6584096
A_825.wav,0.9672605,7.123633,3.915108
A_658.wav,-2.1669736,6.9642534,8.037323
A_666.wav,9.880893,9.089661,-3.4380724
A_542.wav,-3.0846195,-11.137934,0.71313643
A_335.wav,2.8177655,-5.8890743,-0.95429325
A_1767.wav,-6.8236933,-7.788517,3.05305
A_1525.wav,9.113437,6.4893126,-3.009052
A_1201.wav,1.291205,-13.520983,-1.716123
A_1103.wav,-15.6401415,-4.352681,2.9062827
A_931.wav,1.6224915,-13.373583,0.101068735
A_102.wav,-2.4062488,-8.9396715,1.8424838
A_1271.wav,-1.6148353,-11.365132,1.5248498
A_540.wav,-0.59548855,-3.8302212,-2.3782642
A_1029.wav,5.9655733,7.0393286,-1.5876257
A_646.wav,-2.4520655,5.692058,8.948259
A_1437.wav,-4.2498503,6.626051,9.379248
A_822.wav,10.749141,4.718643,-2.7802186
A_265.wav,-6.5161843,-12.437183,1.2453657
A_492.wav,3.1465538,10.833291,0.029284673
A_1151.wav,-14.439589,-4.038439,2.469223
A_1061.wav,1.4848714,9.871682,-1.8419619
A_986.wav,8.058378,10.686088,-1.4992325
A_1652.wav,-1.2802306,-5.358923,0.8659588
A_62.wav,7.0459495,1.0681633,-3.6968992
A_360.wav,7.955109,-5.994398,-6.819231
A_1500.wav,1.2711676,7.8716693,3.471127
A_1305.wav,2.037978,-11.58391,-2.2093298
A_1401.wav,6.124666,11.043053,-1.6775186
A_1573.wav,10.955858,5.101235,0.40140355
A_364.wav,-12.791773,-8.526097,3.480323
A_1339.wav,-2.1751587,7.922213,7.7597046
A_1561.wav,4.4453278,4.708257,3.9388657
A_1669.wav,-9.083317,-7.4768105,0.7339749
A_499.wav,-12.950962,-8.533567,2.7672985
A_423.wav,-7.218415,-9.346246,1.066646
A_670.wav,-1.9926534,14.251985,-0.7134807
A_753.wav,-4.6387296,11.115283,5.1900644
A_466.wav,12.549473,-1.2697253,-3.459651
A_1032.wav,-3.6542215,8.075031,7.0041313
A_125.wav,2.64589,-3.245024,-5.303652
A_1242.wav,1.8413516,9.3389635,2.2496274
A_1478.wav,6.5527916,-3.2896647,-7.0449347
A_1736.wav,-14.412796,-5.4647617,2.7622786
A_1075.wav,-4.4187593,7.438409,6.4004445
A_33.wav,2.1891325,-1.5967757,-6.1711097
A_1255.wav,10.400417,3.8596704,-2.1166065
A_139.wav,10.282119,0.31452256,-2.3618252
A_459.wav,5.8174477,-11.297055,-4.9819074
A_703.wav,-4.120955,13.630502,1.9656148
A_1535.wav,1.2475108,-5.878782,-4.525037
A_1662.wav,-3.8904624,13.555602,1.6577407
A_1493.wav,14.178527,0.83594704,-2.8811765
A_630.wav,12.012657,6.0688562,-3.749276
A_1336.wav,3.1224194,-1.761877,-5.1733327
A_732.wav,1.7437024,13.484223,-2.4274552
A_1762.wav,0.03560198,11.985677,4.6586785
A_260.wav,-3.7446811,-10.266122,1.8613918
A_1100.wav,4.10692,11.891593,-1.4678774
A_1509.wav,8.788268,8.488165,-1.1554784
A_1289.wav,-12.248874,-7.4720564,2.1927254
A_565.wav,11.912792,-1.5256176,-3.4236212
A_615.wav,9.0256,6.299525,0.24858658
A_950.wav,7.9245753,-7.232827,-5.224658
A_967.wav,-0.5474495,-4.7575617,-2.0525005
A_594.wav,3.5473218,10.0072975,0.9599258
A_1723.wav,-12.210191,-0.33241695,1.3132349
A_727.wav,0.35311258,-13.660828,0.49395716
A_323.wav,-0.3733312,-12.5666065,-0.5179263
A_266.wav,-1.3464426,-12.946972,0.28569847
A_1708.wav,-7.6329923,-10.552647,0.15506697
A_1353.wav,4.9955215,-6.5787373,-6.632897
A_71.wav,6.2203574,-3.451842,-6.8608813
A_746.wav,6.775069,10.082071,-2.1142066
A_1085.wav,1.513362,6.486503,5.1207776
A_334.wav,7.603995,-7.3495774,-5.076813
A_979.wav,1.1251521,-13.517055,-1.8373398
A_1667.wav,-11.309478,2.0893881,0.18808027
A_242.wav,-4.377638,-1.6230972,0.6632628
A_1223.wav,-13.268606,-9.025444,4.558261
A_613.wav,1.911097,-6.753973,-3.278772
A_1547.wav,-8.742992,-8.60894,3.087337
A_320.wav,6.9638343,-10.553472,-4.611179
A_93.wav,5.6374054,-11.721075,-5.181952
A_552.wav,-3.118759,13.540702,1.9080738
A_858.wav,-0.7042869,11.153323,2.179459
A_1575.wav,9.806971,-2.8621314,-5.535312
A_1580.wav,-4.619538,6.7879143,6.792907
A_1013.wav,1.9873625,-9.589625,-0.1131157
A_846.wav,-0.6498047,-5.59975,-1.9067926
A_1332.wav,-4.254452,-3.8422525,-1.2297775
A_576.wav,-1.2585205,14.426467,0.6549204
A_1438.wav,-0.99597615,8.116571,7.881948
A_981.wav,5.4683003,-10.528221,-5.473032
A_620.wav,7.4341426,-7.1387177,-5.3649607
A_1228.wav,-3.2026634,-8.773021,0.637574
A_1700.wav,-3.8226879,-9.701521,0.79939973
A_219.wav,2.6997468,-9.024781,-4.86589
A_1063.wav,5.4978576,-1.9947548,-5.8873773
A_1338.wav,6.771748,0.7094898,-4.5620313
A_696.wav,13.695799,-1.7533333,-4.3450913
A_1488.wav,-4.749104,-1.4360718,0.7656419
A_1448.wav,7.6135364,10.917897,-1.0506029
A_415.wav,-5.606397,-11.9495,0.80381775
A_1486.wav,13.168028,-0.33057627,-1.5885503
A_1721.wav,-11.554342,-4.3264627,2.637806
A_527.wav,-11.326187,-9.6689625,3.219794
A_1356.wav,-0.71290016,9.140425,6.4305916
A_1490.wav,7.3681965,-5.083006,-6.82642
A_453.wav,-10.384675,-8.732452,2.4198868
A_617.wav,-6.7051263,-13.153501,3.1062284
A_1387.wav,11.5154295,0.8213023,-2.4138386
A_443.wav,8.026373,-2.240938,-5.6464634
A_1603.wav,-11.066056,-0.6034601,2.1590343
A_140.wav,5.0518947,0.5309496,-4.864246
A_1720.wav,5.480921,-0.8663432,-6.3647065
A_1259.wav,-2.3909135,-7.8464875,-2.6797626
A_911.wav,-6.3102694,-13.360612,2.0762584
A_340.wav,3.919428,-6.7350054,-4.1667733
A_668.wav,11.550666,4.051146,-2.5584328
A_1031.wav,-4.965278,4.741133,10.891789
A_205.wav,-8.89721,-5.1685076,-0.4726976
A_52.wav,4.9031696,0.19420017,-6.2864575
A_787.wav,2.255054,13.286546,-3.4338052
A_1295.wav,-5.991573,10.32602,7.177072
A_1524.wav,-2.0907276,-4.862164,-1.4751042
A_99.wav,-10.551072,1.7789607,0.10239068
A_684.wav,11.668611,1.3086839,-3.913057
A_225.wav,-5.5046363,-11.545711,0.6674523
A_1400.wav,2.767064,-12.396795,-1.3693068
A_55.wav,-9.958702,1.5142839,-0.13343243
A_308.wav,-5.5594525,-11.551261,0.36213753
A_1763.wav,1.6525451,-12.661333,-0.59441847
A_1057.wav,-2.8019817,-5.307938,-1.688779
A_258.wav,7.0891056,10.787861,-0.6519617
A_599.wav,4.242639,10.637751,3.0138218
A_1651.wav,-0.253112,-6.08543,-0.7456266
A_1595.wav,-0.74113196,6.0221596,7.5300865
A_525.wav,7.7624297,-9.292637,-4.7793684
A_404.wav,-11.963358,-4.0719647,2.1056936
A_1618.wav,-12.384501,-0.31490347,2.2087712
A_498.wav,0.047712352,-13.6827545,0.53637964
A_268.wav,1.3344772,-7.992305,-2.4540496
A_1670.wav,-4.182222,-1.6853368,0.5931836
A_196.wav,-1.613648,-11.482245,1.6474022
A_1378.wav,9.180434,8.529963,-0.972116
A_757.wav,1.7366667,8.726295,-1.6298459
A_159.wav,5.089892,-7.955475,-3.401474
A_85.wav,-0.16406696,-6.6698546,-0.92154986
A_1219.wav,13.812353,-0.8006017,-2.6200473
A_1707.wav,-6.594286,-11.094155,0.55644417
A_654.wav,-3.719524,7.9391303,5.7958035
A_980.wav,5.593023,12.857711,-1.8695909
A_1436.wav,0.69637644,-4.464064,-4.2566757
A_1628.wav,6.0330477,-4.2468266,-7.095246
A_1769.wav,9.467074,-0.844268,-3.7513068
A_937.wav,-1.1031736,11.445656,2.2375267
A_368.wav,5.5273967,-1.8736712,-6.29639
A_534.wav,0.069618344,5.6350665,8.151478
A_348.wav,-9.46332,-5.0324683,-0.12554988
A_1699.wav,-4.1260157,-7.127919,1.0983955
A_1605.wav,2.1322532,-2.1606941,-6.156334
A_79.wav,7.156663,-4.5389895,-6.970139
A_1012.wav,7.806127,5.432682,-1.8624197
A_1327.wav,-4.9910536,-11.933109,2.8479297
A_899.wav,-5.2142863,5.4970336,9.799682
A_728.wav,8.150766,7.6587644,-3.9334202
A_1272.wav,-2.344805,-6.706117,1.096088
A_957.wav,14.081383,-1.3821032,-4.189279
A_1755.wav,-7.9324975,-8.355501,1.8158499
A_838.wav,2.6363337,-10.72473,-2.646055
A_1467.wav,-3.2274303,-6.1637397,1.4942048
A_719.wav,0.83965266,12.786436,0.2087473
A_1381.wav,3.7791924,-0.72495157,-6.213513
A_15.wav,-13.151763,1.6592238,0.41812783
A_1252.wav,10.173439,-3.338558,-5.463904
A_1441.wav,2.374594,5.2356615,3.7332919
A_1550.wav,7.096096,1.2052577,-3.3238094
A_311.wav,-6.7154875,-5.004048,0.5880785
A_1331.wav,-9.668017,-1.7255714,2.1115837
A_1629.wav,5.837739,12.753867,-1.7318454
A_495.wav,-2.6438615,-5.9838867,-2.855439
A_1300.wav,-4.3412914,10.479756,6.386388
A_750.wav,12.6791115,-3.6351867,-6.0635867
A_1610.wav,11.16517,-1.1926043,-3.1943455
A_596.wav,-6.582804,-9.434019,3.636442
A_142.wav,-13.765123,-0.29964915,1.6499714
A_1654.wav,-3.5276961,11.551105,5.937444
A_720.wav,11.877902,7.7682533,-2.1448078
A_1671.wav,-2.370377,-10.351479,2.209572
A_902.wav,11.754403,-1.6909063,-3.1746807
A_919.wav,1.2985195,12.584152,-1.7499675
A_857.wav,5.917479,7.388306,-2.4875612
A_735.wav,10.844829,-0.7354263,-4.2810025
A_78.wav,2.586524,-7.9364915,-5.345153
A_873.wav,-6.783815,-7.38229,3.341809
A_1269.wav,5.748795,-6.9578023,-7.5466366
A_502.wav,10.884831,-3.476329,-5.647584
A_41.wav,-14.614479,2.700877,0.092828006
A_1392.wav,3.8444963,-6.285253,-5.7004724
A_1554.wav,-4.7014666,8.168133,6.5024524
A_1648.wav,8.975566,6.8012795,-2.1053052
A_555.wav,-2.8556986,-11.258654,1.3867635
A_808.wav,8.197896,-2.191724,-5.689898
A_16.wav,-13.910142,2.0985749,0.29660425
A_801.wav,-0.6180694,7.6803956,4.1327305
A_1414.wav,-5.369456,6.2396674,9.998123
A_723.wav,11.54386,0.15590891,-3.550938
A_134.wav,8.61884,6.7425056,-1.5998186
A_186.wav,3.251989,10.773295,0.14297149
A_1368.wav,2.532689,12.382624,-0.7194172
A_355.wav,-10.535772,-3.5959086,1.8445554
A_1024.wav,4.1241302,5.133872,3.593996
A_1144.wav,-9.115961,-1.8068798,0.8982563
A_1162.wav,-12.971437,-7.2707005,2.0836039
A_1482.wav,9.971203,6.1240277,-2.1766763
A_21.wav,-14.862112,1.2132022,0.9509221
A_770.wav,-6.4655337,9.55618,8.242983
A_859.wav,8.883251,3.8794148,-1.1589972
A_884.wav,-2.3191903,5.652358,8.088751
A_610.wav,0.4407387,7.458036,4.05385
A_1666.wav,2.9969995,-3.1950343,-5.6597705
A_1140.wav,-15.290013,-4.8584,2.911979
A_1497.wav,-8.42954,-7.5872607,3.0148835
A_616.wav,-4.8337584,12.985833,3.6584125
A_446.wav,-2.6640425,-6.9108715,2.471552
A_462.wav,-1.9209963,13.693975,2.92243
A_829.wav,-5.4379616,6.1608605,9.994903
A_468.wav,4.3705688,-8.112751,-3.5253215
A_189.wav,-2.800343,-6.9557304,2.294707
A_637.wav,-4.43529,-8.913746,-0.4382951
A_755.wav,11.623565,3.7342796,-2.5971181
A_766.wav,-1.1994103,11.481742,4.0499253
A_1664.wav,-3.4148898,9.091356,7.965883
A_1646.wav,6.481432,-3.6345232,-6.929893
A_17.wav,-8.288203,1.8882977,-1.0170853
A_1440.wav,0.054219276,6.490739,7.249265
A_674.wav,12.145798,8.158959,-2.8269563
A_1104.wav,-10.883436,-9.537997,3.140201
A_394.wav,-10.557754,0.80265135,0.38693964
A_218.wav,0.8034171,-10.725885,-3.519632
A_840.wav,5.462858,10.225662,-3.5844922
A_1435.wav,-7.927008,-2.896151,2.1262937
A_160.wav,-4.492466,-8.909736,3.5365014
A_969.wav,4.470674,12.773117,-2.7592797
A_1217.wav,1.2184695,-5.5509953,-4.5645337
A_1772.wav,1.4955059,13.942398,-1.9751331
A_146.wav,-10.659146,-0.020572394,1.0594598
A_1665.wav,0.36891693,11.925345,2.1652758
A_202.wav,1.2192143,-8.815142,-0.91128886
A_1739.wav,2.723607,-2.7450023,-3.63093
A_621.wav,3.3106368,11.975791,-1.1274911
A_1266.wav,-11.990221,-8.458129,4.0496006
A_457.wav,0.5092036,13.421444,-0.6188926
A_1600.wav,3.4870532,-10.202422,-3.9077368
A_22.wav,-8.335181,2.0997803,-1.1128074
A_228.wav,3.0330067,-5.428912,-3.805676
A_190.wav,2.0487347,-13.821839,-2.07781
A_1543.wav,-4.914248,4.7357655,10.894563
A_1520.wav,4.8663864,5.291612,1.2927759
A_598.wav,-11.472429,-1.1599307,2.153493
A_272.wav,-10.703158,-9.152829,0.57558525
A_1132.wav,-3.2956648,-10.632154,1.6545287
A_280.wav,-6.992398,-6.9545693,-0.8078676
A_1512.wav,5.8489575,12.320657,-1.914188
A_1116.wav,-12.13963,-5.2852383,1.3633271
A_711.wav,1.2666287,10.68022,-1.9391378
A_869.wav,6.172769,7.314658,-1.1518731
A_1386.wav,0.7914408,13.774165,-1.0318801
A_798.wav,2.1742253,6.338137,3.9187915
A_733.wav,12.510328,7.3490357,-2.5496988
A_1082.wav,-6.77277,9.3582535,7.7676544
A_1131.wav,4.5258512,-7.1048236,-4.6259565
A_771.wav,-5.5989223,13.63091,2.6641998
A_1635.wav,0.07370642,-5.9513645,1.4069549
A_1164.wav,-12.297058,-4.7355795,1.8826187
A_113.wav,-9.814669,-7.162603,2.8083913
A_1604.wav,2.7498584,9.329881,3.0092652
A_1022.wav,7.84406,-12.229061,-4.864696
A_425.wav,-12.067281,-2.79805,1.8136661
A_250.wav,1.1805494,-8.673059,-0.16312246
A_1540.wav,-3.3474357,7.615013,6.6701255
A_1696.wav,4.742255,-6.8870883,-4.7344327
A_1499.wav,2.0656102,-0.9229295,-4.687205
A_276.wav,2.5858166,-5.8005686,-0.90126735
A_661.wav,5.742302,7.532021,-1.0902559
A_1395.wav,0.62185395,11.528616,2.942246
A_412.wav,-6.9038053,-5.625254,0.92430735
A_918.wav,12.117999,8.323955,-2.9908195
A_754.wav,11.702157,3.0679047,-2.6334438
A_1591.wav,-0.787479,10.121612,5.497245
A_894.wav,-0.63998055,8.130939,4.4573097
A_1170.wav,2.8088665,-3.986101,-2.9471297
A_1747.wav,-4.7938375,-3.058968,1.7117751
A_1367.wav,-0.89554846,12.026154,0.81250495
A_245.wav,-9.642775,-5.659937,2.7590334
A_148.wav,-3.422257,-8.51772,2.5746891
A_1574.wav,9.948398,-0.15524854,-2.968121
A_1087.wav,-2.8076289,7.5613666,7.9832406
A_448.wav,-6.729132,-9.330101,3.473394
A_1221.wav,9.793463,6.5757184,-2.6990714
A_91.wav,0.1931879,-6.8225026,-1.2781177
A_730.wav,10.495622,2.3681269,-0.53981
A_145.wav,-13.932292,-5.8836694,2.665258
A_688.wav,7.2754755,-11.7459545,-4.4670963
A_604.wav,6.6828623,-5.410635,-5.7733307
A_1613.wav,-0.852104,13.967589,0.098835334
A_1498.wav,-4.892092,5.9605775,9.761018
A_444.wav,-2.962266,-9.025217,1.0863594
A_256.wav,9.31887,10.005267,-1.1459796
A_681.wav,9.414863,2.3412147,-2.4897718
A_1346.wav,-0.12767969,12.655197,-2.718305
A_1439.wav,9.910574,0.043403007,-2.7218795
A_389.wav,-4.8502645,-8.4506645,-0.34705275
A_974.wav,-3.8359666,8.681254,7.8864927
A_1288.wav,-4.9900866,12.493667,4.05077
A_1215.wav,12.346337,0.25236166,-2.6340597
A_211.wav,-5.111942,-2.9853265,-1.1377269
